steam_app_id,name,short_description,detailed_description,release_date,price_usd,is_free,metacritic_score,positive_reviews,negative_reviews,required_age,website,header_image,windows,mac,linux,genres,tags,categories,developers,publishers
100013,Steam Seed Game 13,Procedurally generated seed game number 13.,This is a deterministic sample game row 13 for coursework testing.,2011-05-26,57.56,false,90,145741,43381,0,https://example.com/game/100013,https://cdn.example.com/images/100013.jpg,true,true,false,Adventure|Indie|RPG,Co-op|Multiplayer|Singleplayer,Cloud Saves|Single-player|Steam Achievements,Nova Labs|Valve,Global Games|Indie Publish
100014,Steam Seed Game 14,Procedurally generated seed game number 14.,This is a deterministic sample game row 14 for coursework testing.,2024-02-05,36.91,false,83,61707,26466,18,https://example.com/game/100014,https://cdn.example.com/images/100014.jpg,true,false,true,Simulation,Co-op|Sandbox,Cloud Saves,Bethesda,EA|Ubisoft
100015,Steam Seed Game 15,Procedurally generated seed game number 15.,This is a deterministic sample game row 15 for coursework testing.,2013-11-17,0,true,81,78692,29969,0,https://example.com/game/100015,https://cdn.example.com/images/100015.jpg,true,false,false,Action|Casual,Pixel Graphics,Cloud Saves|Controller Support|Single-player,Indie Forge,EA|Ubisoft
100016,Steam Seed Game 16,Procedurally generated seed game number 16.,This is a deterministic sample game row 16 for coursework testing.,2008-07-16,33.95,false,59,160397,42863,18,https://example.com/game/100016,https://cdn.example.com/images/100016.jpg,true,true,false,Action|Indie|Simulation,Multiplayer|Singleplayer|Story Rich,Cloud Saves|Single-player,Ubisoft,EA|Indie Publish
100017,Steam Seed Game 17,Procedurally generated seed game number 17.,This is a deterministic sample game row 17 for coursework testing.,2024-02-18,30.84,false,94,13366,6053,16,https://example.com/game/100017,https://cdn.example.com/images/100017.jpg,true,true,true,Action|Adventure|Strategy,Open World,Steam Achievements,PlayFrame,Indie Publish|Paradox
100018,Steam Seed Game 18,Procedurally generated seed game number 18.,This is a deterministic sample game row 18 for coursework testing.,2024-10-22,11.49,false,42,96837,38180,0,https://example.com/game/100018,https://cdn.example.com/images/100018.jpg,true,true,false,Adventure|Casual|RPG,Open World,Single-player|Steam Achievements,PlayFrame,Global Games
100019,Steam Seed Game 19,Procedurally generated seed game number 19.,This is a deterministic sample game row 19 for coursework testing.,2024-08-14,38.37,false,49,62109,10654,0,https://example.com/game/100019,https://cdn.example.com/images/100019.jpg,true,true,true,Adventure,Singleplayer,Cloud Saves|Controller Support|Steam Achievements,Ubisoft,Global Games
100020,Steam Seed Game 20,Procedurally generated seed game number 20.,This is a deterministic sample game row 20 for coursework testing.,2015-07-23,49.54,false,69,91710,20005,12,https://example.com/game/100020,https://cdn.example.com/images/100020.jpg,true,false,false,RPG,Story Rich,Controller Support,Ubisoft|Valve,Indie Publish|Ubisoft
100021,Steam Seed Game 21,Procedurally generated seed game number 21.,This is a deterministic sample game row 21 for coursework testing.,2012-06-05,9.56,false,56,46860,38054,12,https://example.com/game/100021,https://cdn.example.com/images/100021.jpg,true,true,false,Action|Casual,Open World|Pixel Graphics|Sandbox|Story Rich,Cloud Saves|Online Co-op|Single-player,Ubisoft,Global Games
100022,Steam Seed Game 22,Procedurally generated seed game number 22.,This is a deterministic sample game row 22 for coursework testing.,2017-01-28,56.58,false,87,175851,12917,0,https://example.com/game/100022,https://cdn.example.com/images/100022.jpg,true,true,false,Action|Adventure,Co-op|Multiplayer|Open World,Cloud Saves|Controller Support|Steam Achievements,Bethesda|Ubisoft,EA|Indie Publish
100023,Steam Seed Game 23,Procedurally generated seed game number 23.,This is a deterministic sample game row 23 for coursework testing.,2020-03-11,12.91,false,76,78942,26617,18,https://example.com/game/100023,https://cdn.example.com/images/100023.jpg,true,true,false,Action|Casual|Strategy,Co-op|Pixel Graphics|Singleplayer,Controller Support|Online Co-op|Steam Achievements,CD Projekt Red|PlayFrame,EA|Global Games
100024,Steam Seed Game 24,Procedurally generated seed game number 24.,This is a deterministic sample game row 24 for coursework testing.,2019-03-14,8.31,false,88,61619,44097,0,https://example.com/game/100024,https://cdn.example.com/images/100024.jpg,true,false,false,Casual|RPG,Multiplayer|Sandbox,Controller Support,Bethesda,Global Games|Indie Publish
100025,Steam Seed Game 25,Procedurally generated seed game number 25.,This is a deterministic sample game row 25 for coursework testing.,2013-12-18,40.39,false,40,196910,6990,0,https://example.com/game/100025,https://cdn.example.com/images/100025.jpg,true,false,false,Casual|RPG,Co-op|Multiplayer|Sandbox|Singleplayer,Controller Support|Online Co-op,Bethesda|Nova Labs,Indie Publish|Paradox
100026,Steam Seed Game 26,Procedurally generated seed game number 26.,This is a deterministic sample game row 26 for coursework testing.,2010-10-25,50.86,false,57,136705,31763,0,https://example.com/game/100026,https://cdn.example.com/images/100026.jpg,true,true,false,Adventure|RPG|Strategy,Story Rich,Online Co-op|Steam Achievements,Indie Forge|Ubisoft,EA
100027,Steam Seed Game 27,Procedurally generated seed game number 27.,This is a deterministic sample game row 27 for coursework testing.,2020-11-04,26.64,false,61,142292,30539,16,https://example.com/game/100027,https://cdn.example.com/images/100027.jpg,true,false,false,Action|RPG,Co-op|Multiplayer|Pixel Graphics|Sandbox,Single-player|Steam Achievements,Bethesda|Nova Labs,Global Games|Indie Publish
100028,Steam Seed Game 28,Procedurally generated seed game number 28.,This is a deterministic sample game row 28 for coursework testing.,2011-02-14,4.64,false,61,175391,44513,0,https://example.com/game/100028,https://cdn.example.com/images/100028.jpg,true,true,false,Indie|RPG,Co-op|Multiplayer|Singleplayer|Story Rich,Cloud Saves|Single-player,PlayFrame,EA|Paradox
100029,Steam Seed Game 29,Procedurally generated seed game number 29.,This is a deterministic sample game row 29 for coursework testing.,2009-09-30,22.23,false,64,72993,49288,0,https://example.com/game/100029,https://cdn.example.com/images/100029.jpg,true,false,false,Action|Strategy,Co-op|Multiplayer|Sandbox|Story Rich,Online Co-op|Single-player,Nova Labs,EA
100030,Steam Seed Game 30,Procedurally generated seed game number 30.,This is a deterministic sample game row 30 for coursework testing.,2010-05-09,0,true,82,30036,36965,16,https://example.com/game/100030,https://cdn.example.com/images/100030.jpg,true,false,false,Adventure,Open World|Sandbox|Singleplayer,Cloud Saves|Controller Support|Single-player,Indie Forge|Valve,Ubisoft
100031,Steam Seed Game 31,Procedurally generated seed game number 31.,This is a deterministic sample game row 31 for coursework testing.,2013-11-24,14.29,false,77,181090,41111,0,https://example.com/game/100031,https://cdn.example.com/images/100031.jpg,true,true,true,Action,Co-op|Sandbox|Story Rich,Cloud Saves,Ubisoft,Global Games|Ubisoft
100032,Steam Seed Game 32,Procedurally generated seed game number 32.,This is a deterministic sample game row 32 for coursework testing.,2024-01-21,30.93,false,67,94995,41658,0,https://example.com/game/100032,https://cdn.example.com/images/100032.jpg,true,true,false,Indie|RPG,Co-op|Open World|Singleplayer|Story Rich,Cloud Saves|Controller Support|Online Co-op,Nova Labs|PlayFrame,EA|Ubisoft
100033,Steam Seed Game 33,Procedurally generated seed game number 33.,This is a deterministic sample game row 33 for coursework testing.,2021-10-31,37.78,false,64,88234,1885,16,https://example.com/game/100033,https://cdn.example.com/images/100033.jpg,true,false,true,Casual|Strategy,Pixel Graphics|Singleplayer,Cloud Saves|Steam Achievements,Indie Forge|PlayFrame,Indie Publish|Valve
100034,Steam Seed Game 34,Procedurally generated seed game number 34.,This is a deterministic sample game row 34 for coursework testing.,2021-02-24,34.64,false,55,181089,31206,16,https://example.com/game/100034,https://cdn.example.com/images/100034.jpg,true,true,false,Adventure|Casual|Indie,Multiplayer,Controller Support|Online Co-op,Ubisoft,Indie Publish|Paradox
100035,Steam Seed Game 35,Procedurally generated seed game number 35.,This is a deterministic sample game row 35 for coursework testing.,2017-05-06,43.05,false,57,80429,16480,16,https://example.com/game/100035,https://cdn.example.com/images/100035.jpg,true,false,false,Action,Multiplayer|Open World,Cloud Saves|Online Co-op|Single-player,PlayFrame,Indie Publish|Ubisoft
100036,Steam Seed Game 36,Procedurally generated seed game number 36.,This is a deterministic sample game row 36 for coursework testing.,2023-09-04,15.96,false,51,79287,932,12,https://example.com/game/100036,https://cdn.example.com/images/100036.jpg,true,true,false,RPG|Simulation|Strategy,Multiplayer,Cloud Saves|Online Co-op|Steam Achievements,Nova Labs|Valve,Global Games|Paradox
100037,Steam Seed Game 37,Procedurally generated seed game number 37.,This is a deterministic sample game row 37 for coursework testing.,2010-08-31,30.22,false,92,17179,26265,12,https://example.com/game/100037,https://cdn.example.com/images/100037.jpg,true,false,false,Action|Simulation,Singleplayer,Cloud Saves,CD Projekt Red|Valve,Indie Publish
100038,Steam Seed Game 38,Procedurally generated seed game number 38.,This is a deterministic sample game row 38 for coursework testing.,2010-01-23,24.67,false,68,77999,38574,0,https://example.com/game/100038,https://cdn.example.com/images/100038.jpg,true,true,true,Simulation|Strategy,Co-op,Online Co-op|Single-player|Steam Achievements,Ubisoft,EA
100039,Steam Seed Game 39,Procedurally generated seed game number 39.,This is a deterministic sample game row 39 for coursework testing.,2005-01-22,42.28,false,70,76401,2144,0,https://example.com/game/100039,https://cdn.example.com/images/100039.jpg,true,false,false,Strategy,Multiplayer|Pixel Graphics|Story Rich,Controller Support|Online Co-op|Steam Achievements,Bethesda,Indie Publish
100040,Steam Seed Game 40,Procedurally generated seed game number 40.,This is a deterministic sample game row 40 for coursework testing.,2023-07-17,0,true,43,43545,20164,18,https://example.com/game/100040,https://cdn.example.com/images/100040.jpg,true,true,true,Indie|Simulation|Strategy,Multiplayer|Open World|Pixel Graphics|Story Rich,Cloud Saves|Controller Support,Indie Forge|Valve,Paradox
100041,Steam Seed Game 41,Procedurally generated seed game number 41.,This is a deterministic sample game row 41 for coursework testing.,2007-01-19,41.43,false,95,150834,38482,0,https://example.com/game/100041,https://cdn.example.com/images/100041.jpg,true,true,false,Casual,Co-op|Multiplayer|Singleplayer,Cloud Saves|Controller Support,CD Projekt Red|Indie Forge,Global Games|Paradox
100042,Steam Seed Game 42,Procedurally generated seed game number 42.,This is a deterministic sample game row 42 for coursework testing.,2012-03-15,51.88,false,61,107960,45465,18,https://example.com/game/100042,https://cdn.example.com/images/100042.jpg,true,false,false,Indie|Strategy,Co-op|Multiplayer|Pixel Graphics|Sandbox,Steam Achievements,Ubisoft|Valve,Indie Publish|Valve
100043,Steam Seed Game 43,Procedurally generated seed game number 43.,This is a deterministic sample game row 43 for coursework testing.,2006-03-21,23.61,false,88,130726,40991,18,https://example.com/game/100043,https://cdn.example.com/images/100043.jpg,true,false,true,Action|Casual,Co-op|Open World,Steam Achievements,Bethesda|PlayFrame,Valve
100044,Steam Seed Game 44,Procedurally generated seed game number 44.,This is a deterministic sample game row 44 for coursework testing.,2008-07-21,3.77,false,66,24484,14730,12,https://example.com/game/100044,https://cdn.example.com/images/100044.jpg,true,true,false,Adventure,Story Rich,Controller Support,Indie Forge|PlayFrame,Global Games|Paradox
100045,Steam Seed Game 45,Procedurally generated seed game number 45.,This is a deterministic sample game row 45 for coursework testing.,2013-08-09,37.15,false,87,35834,4580,16,https://example.com/game/100045,https://cdn.example.com/images/100045.jpg,true,true,true,Adventure|Casual,Co-op|Open World|Sandbox,Steam Achievements,Indie Forge|Nova Labs,EA|Paradox
100046,Steam Seed Game 46,Procedurally generated seed game number 46.,This is a deterministic sample game row 46 for coursework testing.,2022-02-10,28.94,false,60,49504,45716,16,https://example.com/game/100046,https://cdn.example.com/images/100046.jpg,true,false,true,Simulation,Multiplayer|Open World|Pixel Graphics|Singleplayer,Cloud Saves|Controller Support|Online Co-op,Bethesda,EA
100047,Steam Seed Game 47,Procedurally generated seed game number 47.,This is a deterministic sample game row 47 for coursework testing.,2007-04-03,28.09,false,73,119830,1010,12,https://example.com/game/100047,https://cdn.example.com/images/100047.jpg,true,false,false,Adventure|Casual|RPG,Pixel Graphics,Controller Support|Steam Achievements,Nova Labs,Global Games|Indie Publish
100048,Steam Seed Game 48,Procedurally generated seed game number 48.,This is a deterministic sample game row 48 for coursework testing.,2024-11-26,52.72,false,42,161913,4489,0,https://example.com/game/100048,https://cdn.example.com/images/100048.jpg,true,false,true,Indie,Multiplayer|Singleplayer|Story Rich,Cloud Saves|Single-player,CD Projekt Red|PlayFrame,Global Games|Valve
100049,Steam Seed Game 49,Procedurally generated seed game number 49.,This is a deterministic sample game row 49 for coursework testing.,2013-05-29,16.91,false,66,148404,44687,18,https://example.com/game/100049,https://cdn.example.com/images/100049.jpg,true,true,true,RPG,Co-op|Multiplayer,Cloud Saves|Online Co-op,CD Projekt Red|Indie Forge,Paradox
100050,Steam Seed Game 50,Procedurally generated seed game number 50.,This is a deterministic sample game row 50 for coursework testing.,2005-03-18,29.51,false,58,177681,35826,12,https://example.com/game/100050,https://cdn.example.com/images/100050.jpg,true,false,false,Action,Co-op|Open World|Pixel Graphics|Sandbox,Controller Support|Online Co-op|Steam Achievements,Bethesda,EA|Valve
100051,Steam Seed Game 51,Procedurally generated seed game number 51.,This is a deterministic sample game row 51 for coursework testing.,2020-09-07,58.73,false,82,103808,17993,0,https://example.com/game/100051,https://cdn.example.com/images/100051.jpg,true,false,false,Simulation,Co-op,Controller Support|Single-player|Steam Achievements,CD Projekt Red|PlayFrame,Indie Publish
100052,Steam Seed Game 52,Procedurally generated seed game number 52.,This is a deterministic sample game row 52 for coursework testing.,2019-10-15,10.79,false,46,164534,42363,0,https://example.com/game/100052,https://cdn.example.com/images/100052.jpg,true,false,false,Strategy,Co-op|Multiplayer|Open World|Singleplayer,Steam Achievements,Bethesda|PlayFrame,EA
100053,Steam Seed Game 53,Procedurally generated seed game number 53.,This is a deterministic sample game row 53 for coursework testing.,2013-03-17,55.06,false,93,43184,16845,0,https://example.com/game/100053,https://cdn.example.com/images/100053.jpg,true,false,true,Casual|Strategy,Multiplayer|Pixel Graphics|Sandbox,Online Co-op,Nova Labs,Indie Publish|Ubisoft
100054,Steam Seed Game 54,Procedurally generated seed game number 54.,This is a deterministic sample game row 54 for coursework testing.,2017-01-13,0,true,63,176427,49092,12,https://example.com/game/100054,https://cdn.example.com/images/100054.jpg,true,false,true,Adventure|Simulation|Strategy,Multiplayer|Singleplayer|Story Rich,Single-player|Steam Achievements,PlayFrame,Global Games
100055,Steam Seed Game 55,Procedurally generated seed game number 55.,This is a deterministic sample game row 55 for coursework testing.,2014-02-27,0,true,42,9804,19951,18,https://example.com/game/100055,https://cdn.example.com/images/100055.jpg,true,true,false,Action|Casual,Co-op|Singleplayer,Controller Support|Steam Achievements,Indie Forge|PlayFrame,Paradox
100056,Steam Seed Game 56,Procedurally generated seed game number 56.,This is a deterministic sample game row 56 for coursework testing.,2014-02-26,18.94,false,84,97182,14243,18,https://example.com/game/100056,https://cdn.example.com/images/100056.jpg,true,false,false,Adventure|RPG,Multiplayer|Open World|Story Rich,Online Co-op|Single-player|Steam Achievements,CD Projekt Red|Valve,EA|Valve
100057,Steam Seed Game 57,Procedurally generated seed game number 57.,This is a deterministic sample game row 57 for coursework testing.,2006-02-19,16.87,false,48,148050,13453,0,https://example.com/game/100057,https://cdn.example.com/images/100057.jpg,true,false,false,Casual,Co-op|Singleplayer,Steam Achievements,Nova Labs,Ubisoft
100058,Steam Seed Game 58,Procedurally generated seed game number 58.,This is a deterministic sample game row 58 for coursework testing.,2022-11-29,40.67,false,41,34601,978,12,https://example.com/game/100058,https://cdn.example.com/images/100058.jpg,true,false,false,Casual|RPG,Multiplayer|Open World|Singleplayer,Online Co-op,Indie Forge|Valve,Paradox
100059,Steam Seed Game 59,Procedurally generated seed game number 59.,This is a deterministic sample game row 59 for coursework testing.,2007-06-13,15.62,false,79,11417,47665,0,https://example.com/game/100059,https://cdn.example.com/images/100059.jpg,true,false,true,Adventure|Simulation|Strategy,Multiplayer,Cloud Saves|Controller Support,Bethesda,Global Games|Valve
100060,Steam Seed Game 60,Procedurally generated seed game number 60.,This is a deterministic sample game row 60 for coursework testing.,2011-03-03,36.36,false,85,85295,24967,0,https://example.com/game/100060,https://cdn.example.com/images/100060.jpg,true,true,false,Adventure|Simulation|Strategy,Multiplayer|Sandbox|Singleplayer|Story Rich,Controller Support|Online Co-op,Bethesda|Ubisoft,Paradox|Valve
100061,Steam Seed Game 61,Procedurally generated seed game number 61.,This is a deterministic sample game row 61 for coursework testing.,2013-05-25,42.14,false,70,17648,5983,18,https://example.com/game/100061,https://cdn.example.com/images/100061.jpg,true,true,true,Action,Multiplayer|Open World|Singleplayer|Story Rich,Controller Support|Single-player|Steam Achievements,Bethesda,Global Games|Paradox
100062,Steam Seed Game 62,Procedurally generated seed game number 62.,This is a deterministic sample game row 62 for coursework testing.,2012-01-04,35.93,false,53,40611,43044,16,https://example.com/game/100062,https://cdn.example.com/images/100062.jpg,true,false,false,Action|RPG,Co-op|Open World|Sandbox,Steam Achievements,Nova Labs,Global Games|Indie Publish
100063,Steam Seed Game 63,Procedurally generated seed game number 63.,This is a deterministic sample game row 63 for coursework testing.,2018-08-29,50.27,false,57,7639,11828,18,https://example.com/game/100063,https://cdn.example.com/images/100063.jpg,true,true,false,Indie|Strategy,Multiplayer|Open World|Singleplayer,Cloud Saves,CD Projekt Red|Valve,Valve
100064,Steam Seed Game 64,Procedurally generated seed game number 64.,This is a deterministic sample game row 64 for coursework testing.,2015-03-06,24.08,false,86,85085,37202,12,https://example.com/game/100064,https://cdn.example.com/images/100064.jpg,true,true,true,Action|Casual|RPG,Co-op|Sandbox,Single-player,Bethesda|PlayFrame,Indie Publish|Paradox
100065,Steam Seed Game 65,Procedurally generated seed game number 65.,This is a deterministic sample game row 65 for coursework testing.,2016-06-29,0,true,67,29119,18567,0,https://example.com/game/100065,https://cdn.example.com/images/100065.jpg,true,true,false,Adventure|Indie|Simulation,Multiplayer|Pixel Graphics|Singleplayer,Cloud Saves|Controller Support|Single-player,CD Projekt Red|Nova Labs,Global Games|Ubisoft
100066,Steam Seed Game 66,Procedurally generated seed game number 66.,This is a deterministic sample game row 66 for coursework testing.,2008-12-10,0,true,74,184513,15085,18,https://example.com/game/100066,https://cdn.example.com/images/100066.jpg,true,false,true,Indie|Simulation|Strategy,Pixel Graphics,Cloud Saves|Controller Support|Single-player,Ubisoft|Valve,Indie Publish|Paradox
100067,Steam Seed Game 67,Procedurally generated seed game number 67.,This is a deterministic sample game row 67 for coursework testing.,2014-02-01,0,true,60,45105,40514,0,https://example.com/game/100067,https://cdn.example.com/images/100067.jpg,true,true,true,Casual|Indie,Multiplayer|Pixel Graphics|Sandbox,Controller Support,Indie Forge|Valve,Global Games|Ubisoft
100068,Steam Seed Game 68,Procedurally generated seed game number 68.,This is a deterministic sample game row 68 for coursework testing.,2016-06-13,33.23,false,52,91636,23014,18,https://example.com/game/100068,https://cdn.example.com/images/100068.jpg,true,true,false,Casual|Indie|RPG,Multiplayer|Singleplayer,Cloud Saves|Online Co-op,Nova Labs,EA
100069,Steam Seed Game 69,Procedurally generated seed game number 69.,This is a deterministic sample game row 69 for coursework testing.,2022-01-16,41.81,false,76,168606,41639,0,https://example.com/game/100069,https://cdn.example.com/images/100069.jpg,true,true,true,Casual|Indie|Strategy,Multiplayer|Pixel Graphics,Controller Support|Steam Achievements,Indie Forge|Valve,Indie Publish|Valve
100070,Steam Seed Game 70,Procedurally generated seed game number 70.,This is a deterministic sample game row 70 for coursework testing.,2013-04-09,7.36,false,95,23720,40310,0,https://example.com/game/100070,https://cdn.example.com/images/100070.jpg,true,false,false,Adventure|Indie|Simulation,Pixel Graphics,Controller Support|Online Co-op|Steam Achievements,CD Projekt Red|Indie Forge,Paradox
100071,Steam Seed Game 71,Procedurally generated seed game number 71.,This is a deterministic sample game row 71 for coursework testing.,2021-01-08,0,true,81,45285,2570,18,https://example.com/game/100071,https://cdn.example.com/images/100071.jpg,true,true,true,Indie,Co-op|Pixel Graphics|Singleplayer|Story Rich,Cloud Saves|Steam Achievements,Bethesda|Ubisoft,Global Games
100072,Steam Seed Game 72,Procedurally generated seed game number 72.,This is a deterministic sample game row 72 for coursework testing.,2017-07-07,19.19,false,86,172164,39503,16,https://example.com/game/100072,https://cdn.example.com/images/100072.jpg,true,true,false,Strategy,Co-op,Cloud Saves|Online Co-op|Steam Achievements,CD Projekt Red|Indie Forge,Ubisoft
100073,Steam Seed Game 73,Procedurally generated seed game number 73.,This is a deterministic sample game row 73 for coursework testing.,2023-03-29,0,true,84,193715,44924,0,https://example.com/game/100073,https://cdn.example.com/images/100073.jpg,true,true,true,Action|Adventure|Indie,Multiplayer|Open World|Story Rich,Online Co-op,Bethesda|Nova Labs,EA
100074,Steam Seed Game 74,Procedurally generated seed game number 74.,This is a deterministic sample game row 74 for coursework testing.,2022-09-05,0,true,89,141547,48412,12,https://example.com/game/100074,https://cdn.example.com/images/100074.jpg,true,true,false,Action|Indie|Strategy,Co-op|Pixel Graphics,Online Co-op,Nova Labs,Global Games
100075,Steam Seed Game 75,Procedurally generated seed game number 75.,This is a deterministic sample game row 75 for coursework testing.,2021-02-20,28.31,false,58,197284,49061,12,https://example.com/game/100075,https://cdn.example.com/images/100075.jpg,true,false,false,RPG|Simulation,Open World|Pixel Graphics,Steam Achievements,Bethesda|Ubisoft,Global Games|Indie Publish
100076,Steam Seed Game 76,Procedurally generated seed game number 76.,This is a deterministic sample game row 76 for coursework testing.,2022-12-21,52.75,false,43,168131,31500,0,https://example.com/game/100076,https://cdn.example.com/images/100076.jpg,true,false,true,Action|Simulation,Open World,Online Co-op,Bethesda|Indie Forge,Paradox
100077,Steam Seed Game 77,Procedurally generated seed game number 77.,This is a deterministic sample game row 77 for coursework testing.,2015-02-13,56.03,false,66,14010,25987,0,https://example.com/game/100077,https://cdn.example.com/images/100077.jpg,true,true,false,Adventure|RPG|Strategy,Open World,Single-player,PlayFrame|Valve,EA|Global Games
100078,Steam Seed Game 78,Procedurally generated seed game number 78.,This is a deterministic sample game row 78 for coursework testing.,2020-08-12,46.24,false,70,117648,40332,0,https://example.com/game/100078,https://cdn.example.com/images/100078.jpg,true,true,false,Action,Open World,Online Co-op,Ubisoft|Valve,Ubisoft
100079,Steam Seed Game 79,Procedurally generated seed game number 79.,This is a deterministic sample game row 79 for coursework testing.,2022-10-22,6.57,false,93,131077,39112,16,https://example.com/game/100079,https://cdn.example.com/images/100079.jpg,true,false,true,Action|Indie|Simulation,Singleplayer|Story Rich,Controller Support|Single-player,CD Projekt Red|Indie Forge,EA|Valve
100080,Steam Seed Game 80,Procedurally generated seed game number 80.,This is a deterministic sample game row 80 for coursework testing.,2016-10-19,47.82,false,72,145317,1337,0,https://example.com/game/100080,https://cdn.example.com/images/100080.jpg,true,false,false,Adventure|Casual,Story Rich,Cloud Saves|Steam Achievements,Ubisoft,Ubisoft
100081,Steam Seed Game 81,Procedurally generated seed game number 81.,This is a deterministic sample game row 81 for coursework testing.,2022-04-22,46.12,false,48,11672,23093,0,https://example.com/game/100081,https://cdn.example.com/images/100081.jpg,true,false,true,Indie|RPG|Strategy,Co-op|Pixel Graphics|Singleplayer|Story Rich,Controller Support,Ubisoft,Valve
100082,Steam Seed Game 82,Procedurally generated seed game number 82.,This is a deterministic sample game row 82 for coursework testing.,2011-12-16,59.37,false,74,124148,16606,12,https://example.com/game/100082,https://cdn.example.com/images/100082.jpg,true,true,true,Casual,Open World|Sandbox,Steam Achievements,Ubisoft|Valve,Global Games|Paradox
100083,Steam Seed Game 83,Procedurally generated seed game number 83.,This is a deterministic sample game row 83 for coursework testing.,2020-07-10,55.68,false,73,69969,5419,18,https://example.com/game/100083,https://cdn.example.com/images/100083.jpg,true,true,false,Action|Adventure|Casual,Co-op|Open World,Cloud Saves|Single-player,PlayFrame|Ubisoft,Indie Publish|Paradox
